Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
314,SC20,RL,150.0,215245,Pave,1,IR3,Low,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,2,4,1,0,1236,5,820,80,2136,GasW,4,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,Typ,2,2,Attchd,1965.0,2,2,513,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,375000
315,SC70,RM,60.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,1,3,3,16,6,0,712,728,GasA,0,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,0,6,Typ,1,2,Detchd,1925.0,3,2,546,1,5,2,0,0,234,0,0,0,3,4,None,0,Aug,2006,WD,Normal,178000
316,SC60,RL,71.0,7795,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,425,6,0,291,716,GasA,0,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,2,6,Typ,1,2,Attchd,2004.0,0,2,432,5,5,2,100,51,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,188500
317,SC60,RL,94.0,13005,Pave,1,IR1,Lvl,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,2,4,CBlock,2,4,3,2,692,6,0,153,845,GasA,4,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,0,10,Typ,1,5,Attchd,1983.0,2,2,484,5,5,2,288,195,0,0,0,0,3,0,None,0,Aug,2009,WD,Normal,260000
318,SC60,FV,75.0,9000,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,1088,1088,GasA,0,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2006.0,2,3,1025,5,5,2,208,46,0,0,0,0,3,4,None,0,Dec,2007,WD,Normal,270000
319,SC60,RL,90.0,9900,Pave,1,Reg,Low,AllPub,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,2,4,PConc,2,4,1,2,987,6,0,360,1347,GasA,0,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,2,9,Typ,1,5,Attchd,1993.0,2,3,656,5,5,2,340,60,144,0,0,0,3,4,None,0,Apr,2009,WD,Normal,260000
320,SC80,RL,80.0,14115,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,4,CBlock,2,4,0,2,1036,6,0,336,1372,GasA,4,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,Typ,2,5,Attchd,1980.0,3,2,588,5,5,2,233,48,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,187500
321,SC60,RL,111.0,16259,Pave,1,Reg,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,4,PConc,0,1,0,6,0,6,0,1249,1249,GasA,0,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,2,9,Typ,0,3,Attchd,2006.0,2,3,840,5,5,2,240,154,0,0,0,0,3,4,None,0,Sep,2006,New,Partial,342643
322,SC60,RL,99.0,12099,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,2,4,PConc,0,4,0,2,970,6,0,166,1136,GasA,0,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,2,10,Typ,1,2,BuiltIn,2004.0,0,3,872,5,5,2,184,154,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,354000
323,SC60,RL,86.0,10380,Pave,1,IR1,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,2,4,CBlock,4,4,1,3,28,0,1474,0,1502,GasA,0,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,2,8,Typ,1,5,Attchd,1987.0,0,2,576,5,5,2,201,96,0,0,0,0,3,2,None,0,Aug,2007,WD,Normal,301000
324,SC20,RM,49.0,5820,Pave,1,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,4,3,0,256,6,0,906,1162,GasA,0,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1955.0,3,1,220,1,5,2,142,98,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,126175
325,SC80,RL,96.0,11275,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,2,2,CBlock,2,4,3,6,0,6,0,710,710,GasA,0,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,2,11,Typ,1,2,BuiltIn,1961.0,0,2,564,5,5,2,240,0,0,0,0,0,3,4,None,0,Jun,2010,WD,Normal,242000
326,SC45,RM,50.0,5000,Pave,1,Reg,Lvl,AllPub,Inside,0,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,0,1,116,6,0,604,720,GasA,3,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,Typ,0,3,Detchd,1941.0,3,2,360,5,5,2,0,0,244,0,0,0,3,4,None,0,Dec,2007,WD,Normal,87000
327,SC120,RL,32.0,10846,Pave,1,IR1,Lvl,AllPub,CulDSac,0,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,4,PConc,2,4,1,2,1619,6,0,100,1719,GasA,0,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,2,6,Typ,2,2,Attchd,1993.0,0,2,473,5,5,2,122,30,0,0,0,0,3,4,None,0,May,2008,Con,Normal,324000
328,SC20,RL,80.0,11600,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,4,CBlock,4,4,3,5,565,6,0,818,1383,GasA,4,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,Typ,0,3,Attchd,1960.0,2,1,292,5,5,2,0,45,0,0,0,0,3,4,None,0,Apr,2006,WD,Normal,145250
329,SC75,RL,52.0,11888,Pave,2,IR1,Bnk,AllPub,Inside,0,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,4,4,3,6,0,6,0,844,844,GasA,2,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,2,10,Typ,0,3,Detchd,1930.0,3,2,441,5,5,2,0,60,268,0,0,0,3,4,None,0,Jul,2009,WD,Normal,214500
330,SC70,RM,60.0,6402,Pave,1,Reg,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,4,4,2,6,0,6,0,596,596,GasA,4,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,Typ,0,3,Detchd,1920.0,3,1,189,1,1,0,0,0,137,0,0,0,3,1,None,0,Jul,2009,WD,Normal,78000
331,SC90,RL,73.0,10624,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,4,CBlock,4,4,3,2,40,5,264,1424,1728,GasA,4,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,Typ,0,3,Detchd,2002.0,3,1,352,5,5,2,155,0,0,0,0,0,3,4,None,0,Nov,2007,WD,Normal,119000
332,SC20,RL,70.0,8176,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,5,846,6,0,210,1056,GasA,1,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1958.0,2,1,308,5,5,2,0,0,0,0,0,0,3,4,None,0,Aug,2007,WD,Normal,139000
333,SC20,RL,85.0,10655,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,2,4,PConc,2,4,3,2,1124,4,479,1603,3206,GasA,0,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,2,7,Typ,1,2,Attchd,2003.0,2,3,880,5,5,2,0,0,0,0,0,0,3,4,None,0,Oct,2009,WD,Normal,284000
334,SC120,RM,59.0,8198,Pave,1,Reg,Lvl,AllPub,FR3,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,2,4,PConc,2,4,0,2,720,6,0,638,1358,GasA,0,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,2,6,Typ,1,2,Attchd,2004.0,2,2,484,5,5,2,192,30,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,207000
335,SC60,RL,59.0,9042,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,1,2,828,6,0,115,943,GasA,2,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,Typ,2,5,Attchd,1998.0,0,2,472,5,5,2,100,38,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,192000
336,SC190,RL,85.0,164660,Grvl,1,IR1,HLS,AllPub,Corner,2,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,1,0,1249,1,147,103,1499,GasA,0,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,Typ,2,2,Attchd,1965.0,0,2,529,5,5,2,670,0,0,0,0,0,3,4,Shed,700,Aug,2008,WD,Normal,228950
337,SC20,RL,86.0,14157,Pave,1,IR1,HLS,AllPub,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,2,4,PConc,0,4,1,2,1249,6,0,673,1922,GasA,0,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,2,8,Typ,1,2,Attchd,2005.0,0,3,676,5,5,2,178,51,0,0,0,0,3,4,None,0,Jul,2007,WD,Normal,377426
338,SC20,RL,70.0,9135,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,2,4,PConc,2,4,0,2,810,6,0,726,1536,GasA,0,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,2,7,Typ,0,3,Attchd,2002.0,2,2,532,5,5,2,192,74,0,0,0,0,3,4,None,0,Dec,2008,WD,Normal,214000
339,SC20,RL,91.0,14145,Pave,1,Reg,Lvl,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,CBlock,2,4,2,0,213,6,0,995,1208,GasA,0,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,2,8,Typ,0,3,Attchd,1984.0,2,2,440,5,5,2,108,45,0,0,0,0,3,4,Shed,400,May,2006,WD,Normal,202500
340,SC20,RL,66.0,12400,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,4,0,3,5,585,6,0,630,1215,GasA,4,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1958.0,3,1,297,5,5,2,0,0,0,0,234,0,3,4,None,0,Jun,2009,WD,Normal,155000
341,SC60,RL,85.0,14191,Pave,1,Reg,Lvl,AllPub,Inside,0,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,967,967,GasA,0,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,2,9,Typ,0,3,Attchd,2002.0,0,2,431,5,5,2,135,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,202900
342,SC20,RH,60.0,8400,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,1,1,CBlock,4,0,3,6,0,6,0,721,721,GasA,2,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,3,CarPort,1950.0,3,1,294,5,5,0,250,0,24,0,0,0,3,4,None,0,Sep,2009,WD,Normal,82000
343,SC90,RL,73.0,8544,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,4,Slab,3,2,4,4,0,4,0,0,0,Wall,1,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,3,Detchd,1949.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,None,0,May,2006,WD,Normal,87500
344,SC120,RL,63.0,8849,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,0,4,PConc,0,4,3,2,28,6,0,1656,1684,GasA,0,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,0,6,Typ,1,0,Attchd,2005.0,2,2,564,5,5,2,495,72,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,266000
345,SC160,RM,36.0,2592,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,2,4,3,5,129,1,232,175,536,GasA,4,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,3,4,Typ,0,3,Attchd,1976.0,3,1,336,5,5,2,182,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,85000
346,SC50,RL,65.0,6435,Pave,1,Reg,Lvl,AllPub,Inside,0,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,6,0,6,0,972,972,GasA,2,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,1,6,Typ,1,2,Detchd,1939.0,3,1,312,5,5,2,0,0,0,0,0,0,3,4,None,0,Oct,2006,WD,Normal,140200
347,SC20,RL,73.0,12772,Pave,1,IR1,Lvl,AllPub,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,2,1,498,6,0,460,958,GasA,4,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,3,5,Typ,0,3,Attchd,1960.0,2,1,301,5,5,2,0,0,0,0,0,0,3,4,Gar2,15500,Apr,2007,WD,Normal,151500
348,SC20,RL,73.0,17600,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,4,CBlock,4,4,3,1,1270,6,0,208,1478,GasA,0,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,3,6,Typ,2,2,Attchd,1960.0,3,2,498,5,5,2,0,40,0,0,0,0,3,4,None,0,Dec,2009,WD,Normal,157500
349,SC160,RL,36.0,2448,Pave,1,Reg,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,2,4,PConc,2,4,3,2,573,6,0,191,764,GasA,0,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,2,6,Typ,0,3,BuiltIn,2003.0,2,2,474,5,5,2,0,27,0,0,0,0,3,4,None,0,Oct,2008,WD,Normal,154000
350,SC60,RL,56.0,20431,Pave,1,IR2,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,0,4,PConc,0,4,3,2,1410,6,0,438,1848,GasA,0,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,0,10,Typ,2,0,Attchd,2006.0,0,3,706,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2006,New,Partial,437154
351,SC120,RL,68.0,7820,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,0,4,PConc,0,4,3,6,0,6,0,1869,1869,GasA,0,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,0,6,Typ,1,2,Attchd,2007.0,2,2,617,5,5,2,210,54,0,0,0,0,3,4,None,0,Dec,2007,New,Partial,318061
352,SC120,RL,80.0,5271,Pave,1,IR1,Low,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,2,4,1,2,1082,6,0,371,1453,GasA,2,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,2,6,Typ,1,5,Attchd,1986.0,2,2,445,5,5,2,0,80,0,0,184,0,3,4,None,0,Dec,2006,WD,Abnorml,190000
353,SC50,RL,60.0,9084,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,0,2,3,236,5,380,0,616,GasA,4,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,3,5,Typ,0,3,Detchd,1941.0,3,1,200,5,1,2,48,0,0,0,0,0,3,4,None,0,Mar,2008,ConLw,Normal,95000
354,SC30,RM,60.0,8520,Pave,1,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,BrkTil,4,4,3,6,0,6,0,624,624,GasA,2,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,3,5,Typ,0,3,Detchd,2005.0,3,2,484,5,5,2,106,0,0,0,0,0,3,4,None,0,May,2010,WD,Normal,105900
355,SC50,RL,60.0,8400,Pave,1,Reg,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,4,CBlock,4,4,3,3,388,6,0,552,940,GasA,0,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,3,6,Typ,2,2,Attchd,1940.0,3,1,240,5,5,2,0,0,108,0,0,0,3,4,None,0,Jun,2006,WD,Normal,140000
356,SC20,RL,105.0,11249,Pave,1,IR2,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,2,1,3,0,334,1,544,322,1200,GasA,0,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,2,6,Typ,0,3,Attchd,1995.0,2,2,521,5,5,2,0,26,0,0,0,0,3,4,None,0,Aug,2007,WD,Normal,177500
357,SC20,RL,65.0,9248,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,4,PConc,2,4,3,2,560,6,0,598,1158,GasA,2,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,2,6,Typ,0,3,Attchd,1992.0,2,2,400,5,5,2,120,26,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,173000
358,SC120,RM,44.0,4224,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,PConc,2,4,3,0,874,6,0,268,1142,GasA,4,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,3,6,Typ,1,4,Attchd,1976.0,0,2,528,5,5,2,536,90,0,0,0,0,3,2,None,0,Aug,2007,WD,Normal,134000
359,SC80,RL,92.0,6930,Pave,1,IR1,Lvl,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,4,CBlock,4,4,0,1,300,5,294,468,1062,GasA,0,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,2,6,Min2,0,3,BuiltIn,1958.0,3,1,288,5,5,2,168,0,294,0,0,0,3,4,None,0,Jul,2006,WD,Abnorml,130000
360,SC60,RL,78.0,12011,Pave,1,IR1,Lvl,AllPub,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,2,4,PConc,2,4,0,2,956,6,0,130,1086,GasA,0,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,2,7,Typ,1,5,Attchd,1998.0,2,2,592,5,5,2,208,75,0,0,374,0,3,4,None,0,Jun,2006,WD,Normal,280000
361,SC85,RL,73.0,7540,Pave,1,IR1,Lvl,AllPub,CulDSac,0,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,2,4,0,2,773,6,0,115,888,GasA,0,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,3,5,Typ,1,5,Attchd,1978.0,2,2,470,5,5,2,0,0,0,0,192,0,3,2,None,0,Jun,2007,WD,Normal,156000
362,SC50,RL,52.0,9144,Pave,2,Reg,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,399,6,0,484,883,GasA,2,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,3,8,Typ,0,3,Detchd,1940.0,3,1,240,5,5,0,0,0,0,0,0,0,3,4,None,0,Jul,2008,WD,Normal,145000
363,SC85,RL,64.0,7301,Pave,1,Reg,Lvl,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,2,4,Slab,3,2,4,4,0,4,0,0,0,GasA,0,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,2,7,Typ,1,0,BuiltIn,2003.0,2,2,672,5,5,2,0,0,177,0,0,0,3,4,None,0,Jul,2009,ConLD,Normal,198500
364,SC160,RM,21.0,1680,Pave,1,Reg,Lvl,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,4,CBlock,4,4,3,0,162,6,0,321,483,GasA,2,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,0,3,Detchd,1972.0,3,1,264,5,5,2,250,0,0,0,0,0,3,4,None,0,May,2009,WD,Normal,118000
365,SC60,RL,80.0,18800,Pave,1,IR1,Lvl,AllPub,FR2,0,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,4,PConc,2,4,2,2,712,6,0,84,796,GasA,4,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,3,6,Typ,1,5,Attchd,1976.0,0,2,566,5,5,2,306,111,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,190000
366,SC70,RM,59.0,10690,Pave,1,Reg,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,0,3,5,456,6,0,216,672,GasA,2,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,3,6,Typ,0,3,Detchd,1964.0,3,1,468,5,1,2,0,128,218,0,0,0,3,4,None,0,Jul,2009,WD,Normal,147000
367,SC20,RL,73.0,9500,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,4,CBlock,2,4,3,1,609,6,0,785,1394,GasA,2,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,3,6,Typ,2,2,Attchd,1963.0,2,2,514,5,5,2,0,76,0,0,185,0,3,4,None,0,Jul,2009,WD,Normal,159000
368,SC80,RL,101.0,9150,Pave,1,IR1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,4,CBlock,2,4,1,2,371,6,0,728,1099,GasA,2,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,3,6,Typ,1,2,Basment,1962.0,2,1,296,5,5,2,64,110,0,0,0,0,3,4,None,0,Dec,2008,WD,Normal,165000
