Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition
1785,SC30,10230,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,1078,0,0,1078,1,0,3,1,6,0,N,0,0,0,0,112,0,0,Dec,2009,Normal
1786,SC50,10410,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,SBrkr,1313,0,1064,2377,2,0,3,1,8,1,Y,0,0,432,0,0,0,0,Jun,2009,Normal
1787,SC70,7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,930,760,0,1690,2,0,4,1,5,0,Y,0,0,112,0,0,0,0,Aug,2009,Normal
1788,SC30,5400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,0.0,Fa,TA,PConc,GasA,Gd,N,FuseA,599,0,0,599,1,0,2,1,4,0,N,0,81,0,0,0,0,0,Jun,2009,Normal
1789,SC30,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,N,SBrkr,846,0,0,846,1,0,2,1,4,0,N,0,0,0,0,0,0,0,Jun,2009,Normal
1790,SC30,10800,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseA,725,0,0,725,1,1,1,1,4,0,Y,0,30,0,0,0,0,0,Nov,2009,Normal
1791,SC90,9671,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,480.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1248,1296,0,2544,2,2,6,2,12,0,Y,0,0,0,0,0,0,0,Aug,2009,Normal
1792,SC20,10143,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,295.0,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1380,0,0,1380,1,1,3,1,6,0,Y,0,0,0,0,216,0,0,Jun,2009,Normal
1793,SC20,11500,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,0.0,Fa,TA,CBlock,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,3,1,6,1,Y,0,0,156,0,0,0,0,May,2009,Normal
1794,SC20,8010,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,0.0,Gd,Gd,CBlock,GasA,Gd,Y,SBrkr,951,0,0,951,1,0,2,1,6,0,Y,0,0,42,0,0,0,450,Sep,2009,Normal
1795,SC20,10454,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,143.0,TA,TA,CBlock,GasA,Gd,Y,FuseA,1105,0,0,1105,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Apr,2009,Normal
1796,SC20,9000,Pave,IR1,HLS,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,82.0,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1142,0,0,1142,1,0,2,1,5,1,Y,0,28,64,0,0,0,0,Apr,2009,Normal
1797,SC50,8064,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,N,SBrkr,765,368,0,1133,1,0,3,1,5,0,Y,0,0,0,0,231,0,0,Dec,2009,Abnorml
1798,SC20,7350,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1041,0,0,1041,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,Mar,2009,Normal
1799,SC20,7200,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,TA,Y,SBrkr,732,0,0,732,1,0,2,1,4,0,Y,0,68,0,0,0,0,0,Sep,2009,Normal
1800,SC80,8000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1183,0,0,1183,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,Jul,2009,Normal
1801,SC50,10800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,FuseF,832,629,0,1461,2,0,4,1,6,0,Y,0,204,0,0,0,0,0,Aug,2009,Normal
1802,SC50,8064,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1064,0,431,1495,1,0,3,1,6,0,Y,180,36,0,0,0,0,0,Aug,2009,Abnorml
1803,SC60,7570,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,420.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,993,813,0,1806,1,1,4,1,8,0,Y,0,55,0,0,0,0,0,Mar,2009,Normal
1804,SC90,8604,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,124.0,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,941,0,0,941,1,0,2,1,4,0,Y,0,40,0,0,0,0,0,Nov,2009,Normal
1805,SC20,7936,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1045,0,0,1045,1,0,3,1,6,1,Y,0,0,0,0,0,0,0,Apr,2009,Normal
1806,SC50,4080,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,861,517,0,1378,1,0,3,1,6,0,P,54,0,40,0,0,0,0,Jun,2009,Normal
1807,SC90,10307,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,N,FuseA,972,972,0,1944,2,0,4,2,12,0,N,0,28,169,0,0,0,0,Jun,2009,Normal
1808,SC50,15660,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,TA,Y,SBrkr,810,496,0,1306,1,1,3,1,6,0,N,0,0,0,0,0,0,0,Jul,2009,Normal
1809,SC70,9900,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,0.0,Gd,TA,CBlock,GasA,Ex,Y,SBrkr,764,700,0,1464,2,0,3,1,7,0,N,0,0,176,0,0,0,0,Mar,2009,Normal
1810,SC70,6406,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseA,868,690,0,1558,1,1,3,1,7,1,Y,0,36,0,0,182,0,0,Oct,2009,Normal
1811,SC190,7627,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,0.0,Fa,TA,BrkTil,GasA,Gd,N,SBrkr,1101,600,0,1701,2,0,4,2,8,0,N,0,0,148,0,0,0,0,Oct,2009,Normal
1812,SC50,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Gd,N,SBrkr,801,646,0,1447,1,0,3,1,6,0,N,80,0,244,0,0,0,0,Jul,2009,Normal
1813,SC50,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,0.0,TA,Ex,CBlock,GasA,TA,Y,FuseA,768,560,0,1328,1,1,3,1,6,0,Y,0,12,0,0,0,0,0,Mar,2009,Normal
1814,SC30,7404,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,SBrkr,861,0,0,861,1,0,2,1,5,0,N,0,0,128,0,0,0,0,Nov,2009,Normal
1815,SC30,5925,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,Fa,N,FuseA,612,0,0,612,1,0,1,1,4,0,N,0,0,25,0,0,0,0,Oct,2009,Normal
1816,SC30,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,0.0,Gd,TA,PConc,GasA,TA,Y,SBrkr,792,0,0,792,1,0,2,1,5,0,Y,0,0,81,0,0,0,0,Feb,2009,Normal
1817,SC70,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,0.0,Gd,Gd,BrkTil,GasA,TA,Y,SBrkr,833,677,0,1510,2,0,3,1,7,0,N,0,0,160,0,0,0,0,Jun,2009,Normal
1818,SC70,8400,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Gd,Y,FuseA,1090,917,0,2007,2,0,3,1,8,0,Y,0,235,0,0,0,0,0,Jun,2009,Normal
1819,SC70,3600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,664,624,0,1288,1,0,3,1,5,1,N,0,103,0,0,0,0,0,May,2009,Normal
1820,SC30,3300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,2,1,5,1,N,0,33,0,0,0,0,0,Jun,2009,Normal
1821,SC50,5400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,0.0,Fa,TA,BrkTil,GasA,Ex,Y,SBrkr,1044,0,436,1480,1,0,3,1,6,0,Y,0,0,176,0,0,0,0,Sep,2009,Family
1822,SC70,9720,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,780,741,0,1521,1,0,4,1,8,0,Y,0,0,238,0,0,0,0,Sep,2009,Normal
1823,SC30,9392,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,0.0,TA,Fa,CBlock,GasA,TA,N,SBrkr,797,0,0,797,1,0,2,1,5,0,N,0,36,94,0,0,0,0,Sep,2009,Abnorml
1824,SC30,6615,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,N,FuseA,1432,0,0,1432,1,0,3,1,6,1,Y,266,61,0,0,0,0,0,Sep,2009,Normal
1825,SC70,4960,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1001,653,0,1654,2,0,3,1,7,1,N,244,60,0,0,0,0,0,May,2009,Normal
1826,SC50,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,444.0,TA,TA,BrkTil,GasA,Gd,Y,SBrkr,822,320,0,1142,1,0,3,1,6,0,Y,0,0,98,0,0,0,0,Jun,2009,Normal
1827,SC30,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Gd,Y,SBrkr,995,0,0,995,1,0,2,1,5,0,Y,0,15,51,0,0,0,0,Mar,2009,Abnorml
1828,SC50,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseA,994,588,0,1582,2,0,3,1,6,1,Y,189,0,34,150,0,0,0,Feb,2009,Normal
1829,SC30,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,0.0,TA,Fa,BrkTil,GasA,TA,Y,SBrkr,1072,0,0,1072,1,0,2,1,5,0,P,0,0,105,0,0,0,0,Aug,2009,Normal
1830,SC70,8094,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,FuseA,1048,720,0,1768,2,0,3,1,8,0,Y,0,0,150,0,0,0,0,Jun,2009,Normal
1831,SC70,9928,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,Fa,Y,SBrkr,1272,672,0,1944,2,0,3,1,8,0,N,24,28,0,0,0,0,400,Jun,2009,Normal
1832,SC90,3000,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,0.0,TA,TA,BrkTil,GasA,TA,N,SBrkr,1088,1040,0,2128,2,0,4,2,11,0,Y,0,56,0,0,0,0,0,Sep,2009,Abnorml
1833,SC70,6876,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1146,784,0,1930,2,0,4,1,8,0,Y,0,0,213,0,0,0,0,Aug,2009,Normal
1834,SC70,5775,Pave,IR2,Bnk,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,741,686,0,1427,1,0,3,1,7,0,Y,0,24,112,0,0,0,0,Feb,2009,Normal
1835,SC190,5852,Pave,IR3,Bnk,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,188.0,TA,Fa,BrkTil,GasA,TA,N,FuseF,978,886,0,1864,2,1,6,1,9,0,N,0,188,102,0,0,0,0,May,2009,Normal
1836,SC50,5160,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,0.0,TA,Fa,BrkTil,GasA,TA,Y,FuseA,1204,462,0,1666,1,0,3,1,4,0,Y,0,0,148,0,0,0,0,Aug,2009,Normal
1837,SC85,5160,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,0.0,TA,Gd,PConc,GasA,TA,Y,SBrkr,892,0,0,892,1,0,1,1,5,0,N,0,0,105,0,160,0,0,Jul,2009,Abnorml
1838,SC190,10320,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,FuseF,754,649,0,1403,1,1,3,1,7,0,Y,0,0,288,0,0,0,0,Feb,2009,Normal
1839,SC20,4280,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,FuseA,704,0,0,704,1,0,2,1,4,0,Y,0,0,24,0,0,0,0,Sep,2009,Normal
1840,SC90,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,1,5,0,Y,120,0,0,0,0,0,0,Mar,2009,Alloca
1841,SC90,10547,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,Y,SBrkr,1152,0,0,1152,2,0,2,2,6,0,N,0,0,0,0,0,0,0,Jul,2009,Normal
1842,SC50,9780,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,N,FuseA,687,425,0,1112,2,0,4,1,6,0,N,0,0,0,0,0,0,0,Mar,2009,Normal
1843,SC20,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,172.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1052,0,0,1052,1,1,3,1,6,1,Y,0,215,0,0,0,0,0,Apr,2009,Abnorml
1844,SC85,8014,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,23.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,Jun,2009,Normal
1845,SC80,15400,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,904,611,259,1774,2,0,4,1,8,1,Y,290,40,0,0,0,0,0,Jul,2009,Normal
1846,SC80,15312,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,54.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1138,0,0,1138,1,0,3,1,6,1,Y,0,0,0,0,140,0,0,Mar,2009,Normal
1847,SC80,15584,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,366.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,2071,0,0,2071,1,1,4,1,9,1,Y,131,28,0,0,0,0,0,Oct,2009,Normal
1848,SC20,9000,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,0.0,TA,TA,Slab,GasA,Fa,N,SBrkr,660,0,0,660,1,0,2,1,5,0,N,0,0,100,0,0,0,0,Jun,2009,Normal
1849,SC20,15635,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,2,1,6,0,Y,0,0,90,0,110,0,0,Oct,2009,Normal
1850,SC20,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,FuseA,1073,0,0,1073,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,Feb,2009,Normal
1851,SC60,9350,Pave,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,892,747,0,1639,1,1,3,1,6,1,Y,0,50,0,0,0,0,0,Jul,2009,Normal
1852,SC20,7440,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,0.0,TA,TA,CBlock,GasW,TA,Y,SBrkr,1089,0,0,1089,1,0,3,1,5,1,P,328,0,0,0,0,0,0,Sep,2009,Normal
1853,SC120,4235,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,149.0,Gd,TA,CBlock,GasA,TA,Y,SBrkr,1049,0,0,1049,2,0,2,1,5,0,Y,0,105,0,0,0,0,0,Feb,2009,Normal
1854,SC80,10778,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1061,0,0,1061,1,1,1,1,4,0,Y,114,36,0,0,0,0,0,Jul,2009,Normal
1855,SC80,19255,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,100.0,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1338,0,0,1338,1,1,2,1,5,1,Y,0,0,0,0,0,0,600,Sep,2009,Normal
1856,SC60,10560,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,1079,800,0,1879,2,1,3,1,8,1,Y,400,100,144,0,0,0,0,Aug,2009,Normal
1857,SC70,26400,Pave,Reg,Bnk,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1288,728,0,2016,1,0,4,1,7,1,P,0,0,0,0,0,0,0,Jun,2009,Normal
1858,SC90,7018,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,0.0,TA,TA,Slab,GasA,TA,Y,SBrkr,1114,1114,0,2228,2,0,6,2,8,0,Y,73,0,0,0,0,0,0,Jun,2009,Alloca
1859,SC90,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,0.0,TA,TA,Slab,GasA,TA,Y,SBrkr,1535,0,0,1535,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,Jun,2009,Alloca
1860,SC90,7040,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,216.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1229,0,0,1229,0,2,2,2,6,2,Y,120,0,0,0,0,0,0,Jun,2009,Alloca
1861,SC90,7007,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,0.0,TA,TA,Slab,GasA,TA,Y,SBrkr,1513,0,0,1513,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,Jun,2009,Alloca
1862,SC90,11855,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,23.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,Oct,2009,Normal
1863,SC90,7939,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,23.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,Oct,2009,Normal
1864,SC90,7976,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,23.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,Oct,2009,Normal
1865,SC20,10933,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,242.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,1,1,1,8,1,Y,185,24,0,0,0,0,0,Jul,2009,Partial
1866,SC20,10816,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,364.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1720,0,0,1720,2,0,3,1,8,1,Y,208,104,0,0,0,0,0,Nov,2009,Normal
1867,SC20,9178,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1468,0,0,1468,2,0,3,1,6,1,Y,192,142,0,0,0,0,0,Jun,2009,Normal
1868,SC20,11422,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,352.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1838,0,0,1838,2,0,3,1,7,2,Y,154,222,0,0,0,0,0,Apr,2009,Normal
1869,SC20,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1290,0,0,1290,2,0,2,1,6,1,Y,168,0,0,0,0,0,0,May,2009,Normal
1870,SC20,10324,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,140.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1254,0,0,1254,2,0,2,1,5,0,Y,168,92,0,0,0,0,0,Mar,2009,Normal
1871,SC20,11645,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,76.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1498,0,0,1498,2,0,3,1,7,1,Y,144,98,0,0,0,0,0,Mar,2009,Normal
1872,SC60,11646,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,704,718,0,1422,2,1,3,1,7,1,Y,36,28,0,0,0,0,0,Jul,2009,Normal
